MES;DIA_SEMANA;HORA;COD_PROVINCIA;COD_MUNICIPIO;ISLA;ZONA;ZONA_AGRUPADA;CARRETERA;KM;TIPO_VIA;TIPO_ACCIDENTE;NUDO;NUDO_INFO;CARRETERA_CRUCE;CONDICION_FIRME;CONDICION_ILUMINACION;CONDICION_METEO;CONDICION_NIEBLA;CONDICION_VIENTO;VISIB_RESTRINGIDA_POR;TRAZADO_PLANTA
5;5;5;8;8279;;3;2;No inventariada;;14;20;1;999;;1;1;1;;;17;998
5;4;12;8;8125;;1;1;No inventariada;0,5;6;4;1;999;;1;1;1;;;999;4
5;4;15;8;8238;;1;1;C-58;12,8;2;9;2;;;1;1;1;;;999;4
5;5;9;8;8238;;1;1;C-58;12,5;2;3;1;999;;1;1;1;;;999;4
5;5;11;8;0;;1;1;C-32;126,5;2;19;1;999;;1;1;1;;;999;4
5;5;12;8;8194;;1;1;C-31;210;2;4;2;;;1;1;1;;;999;4
5;5;15;8;0;;3;2;No inventariada;;14;7;1;999;;1;1;1;;;999;998
5;1;7;8;8169;;1;1;C-31;195;3;4;1;999;;1;1;3;;;17;1
5;1;6;8;0;;1;1;C-25;192;3;19;1;999;;1;1;1;;;999;4
5;1;8;8;8904;;1;1;C-58;9,6;2;9;1;999;;1;1;1;;;999;4
5;1;8;8;8169;;1;1;C-31;194;3;4;1;999;;1;1;1;;;999;4
5;1;14;8;8086;;1;1;C-251;1,8;6;4;2;4;;1;1;1;;;999;4
5;1;18;8;0;;1;1;No inventariada;3,4;6;3;2;4;;1;1;1;;;999;4
5;1;20;8;8169;;1;1;B-20;2;2;20;2;2;;1;1;1;;;999;4
5;1;15;8;0;;1;1;C-16;107,2;6;19;1;999;;1;1;1;;;999;4
5;1;21;8;0;;1;1;BV-2135;1,5;6;19;1;999;;1;2;1;;;999;4
5;2;0;8;8300;;1;1;C-58;25;6;6;2;2;;1;6;1;;;999;4
5;4;15;8;8101;;3;2;No inventariada;;14;2;1;999;;1;1;1;;;17;998
5;7;15;8;8101;;3;2;No inventariada;;14;2;1;999;;1;1;1;;;17;998
5;7;10;8;8285;;3;2;No inventariada;;14;7;1;999;;1;1;1;;;17;998
5;3;10;8;8102;;3;2;No inventariada;;14;9;2;1;;1;1;1;;;17;998
5;5;15;8;8101;;3;2;No inventariada;;14;2;1;999;;1;1;1;;;17;998
5;2;8;8;8101;;3;2;No inventariada;;14;2;1;999;;1;1;1;;;17;998
5;2;8;8;8101;;3;2;No inventariada;;14;7;1;999;;1;1;1;;;17;998
5;7;4;8;8101;;3;2;No inventariada;;14;3;1;999;;1;1;1;;;17;998
5;2;18;8;8101;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
5;1;23;8;8200;;3;2;No inventariada;;14;9;2;4;;1;4;1;;;17;998
5;3;19;8;8101;;3;2;No inventariada;;14;3;1;999;;1;1;1;;;17;998
5;1;23;8;8101;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
5;1;7;8;8121;;3;2;No inventariada;;14;2;2;4;;1;1;1;;;17;998
5;1;14;8;8101;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
5;4;11;8;8307;;3;2;No inventariada;;14;9;1;999;;8;1;1;;;17;998
5;4;12;8;8307;;3;2;No inventariada;;14;2;1;999;;1;1;1;;;17;998
3;3;10;8;8266;;3;2;No inventariada;;14;9;2;4;;1;1;1;;;17;998
4;5;12;8;8112;;3;2;No inventariada;;14;2;2;4;;1;1;1;;;17;998
4;2;16;8;8112;;3;2;No inventariada;;14;4;1;999;;1;1;1;;;17;998
5;4;20;8;8187;;2;2;B-140;0,3;14;20;1;999;;1;1;1;;;17;4
5;5;23;8;8231;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
2;3;18;8;8112;;3;2;No inventariada;;14;1;2;1;;1;1;1;;;17;998
4;2;8;8;8279;;1;1;C-16;23,9;2;4;1;999;;3;1;1;;;999;4
5;6;12;8;8238;;1;1;BP-1503;20,3;6;4;2;2;;1;1;1;;;999;4
5;7;7;8;0;;1;1;B-522;2,4;6;19;1;999;;1;1;1;;;999;4
5;1;7;8;8260;;1;1;AP-7;141;6;4;1;999;;1;1;1;;;999;4
5;1;18;8;8200;;1;1;C-31;190,6;3;19;2;2;;1;1;1;;;999;4
5;2;7;8;0;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;999;998
5;2;7;8;8217;;1;1;A-2;606,4;3;4;1;999;;1;1;1;;;999;4
5;2;7;8;8263;;1;1;A-2;603;3;3;1;999;;1;1;1;;;999;4
5;2;11;8;0;;1;1;No inventariada;46;6;9;1;999;;1;1;1;;;999;4
5;2;13;8;8113;;1;1;C-55;26,9;3;3;2;;;1;1;1;;;17;3
5;1;17;8;8019;;1;1;C-58;0;2;20;1;999;;1;1;1;;;17;1
5;2;16;8;8274;;1;1;C-55;44;6;8;1;999;;1;1;1;;;999;4
5;2;16;8;8181;;1;1;AP-7;125;2;9;1;999;;8;1;1;;;999;4
5;2;21;8;8184;;1;1;No inventariada;9,6;6;3;2;2;;1;1;1;;;999;4
5;3;3;8;8191;;1;1;C-16;58,3;3;8;1;999;;1;5;1;;;999;4
5;1;8;8;8200;;3;2;No inventariada;;14;9;2;4;;1;1;1;;;17;998
5;7;16;8;8073;;3;2;No inventariada;;14;4;1;999;;1;1;1;;;17;998
5;1;19;8;8102;;3;2;No inventariada;;14;19;2;4;;1;1;1;;;17;998
5;5;7;8;8073;;3;2;No inventariada;;14;2;2;4;;1;1;1;;;17;998
5;1;7;8;8015;;2;2;B-500;0,9;14;9;2;1;;1;1;1;;;17;4
5;4;12;8;8301;;2;2;C-245;7,4;14;2;2;2;;1;1;1;;;17;4
5;1;11;8;8121;;3;2;No inventariada;;14;3;1;999;;1;1;1;;;17;998
2;1;10;8;8147;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
5;5;8;8;8301;;3;2;No inventariada;;14;2;2;4;;1;1;1;;;17;998
5;2;11;8;8245;;2;2;BV-5005;0;14;7;2;4;;1;1;1;;;17;4
5;3;3;8;8101;;3;2;No inventariada;;14;9;1;999;;1;4;1;;;17;998
5;3;5;8;8301;;3;2;No inventariada;;14;2;2;4;;1;1;1;;;17;998
5;2;16;8;8245;;2;2;BV-5001;0,9;14;3;1;999;;1;1;1;;;17;4
2;4;12;8;8147;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
5;2;12;8;8121;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
4;2;22;8;8015;;3;2;No inventariada;;14;2;1;999;;1;4;1;;;17;998
4;1;11;8;8112;;3;2;No inventariada;;14;2;2;2;;1;1;1;;;17;998
2;4;10;8;8112;;3;2;No inventariada;;14;2;1;999;;1;1;1;;;17;998
5;7;3;8;8001;;1;1;BV-1202;8,2;6;19;1;999;;1;6;1;;;999;4
5;2;14;8;8125;;1;1;C-58;4,5;2;4;1;999;;3;1;1;;;999;4
5;3;18;8;8125;;1;1;C-58;2,1;2;3;1;999;;1;1;1;;;999;4
5;4;11;8;8260;;1;1;AP-7;143;2;3;1;999;;3;1;3;;;999;4
5;1;19;8;8056;;1;1;C-31;180;3;9;1;999;;1;1;1;;;999;4
5;5;15;8;8291;;1;1;C-58;31,9;6;2;2;2;;1;1;1;;;999;4
5;3;10;8;8124;;1;1;AP-7;138,5;2;4;1;999;;1;1;1;;;999;4
5;3;13;8;8140;;2;2;BV-1221;34,6;14;7;2;2;;1;1;1;;;999;4
5;3;17;8;8250;;1;1;No inventariada;3,1;6;2;2;2;;1;1;1;;;999;4
5;3;18;8;8125;;1;1;BV-5001;7,1;6;9;2;4;;8;1;1;;;999;4
5;3;18;8;8101;;1;1;C-31;198,1;3;4;1;999;;1;1;1;;;999;4
5;3;17;8;0;;1;1;C-243a;4,5;6;19;1;999;;1;1;1;;;17;4
5;3;20;8;8010;;1;1;C-25;148,7;3;4;1;999;;1;2;1;;;17;2
5;3;15;8;8102;;3;2;No inventariada;;14;9;2;4;;1;1;1;;;17;998
5;2;7;8;8015;;3;2;No inventariada;;14;7;2;1;;1;1;1;;;17;998
5;2;13;8;8121;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
5;5;11;8;8307;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
4;6;17;8;8263;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;1;998
5;3;21;8;8200;;3;2;No inventariada;;14;4;1;999;;1;2;1;;;17;998
5;1;18;8;8200;;2;2;BV-2002;8;14;3;1;999;;1;1;1;;;17;4
5;2;16;8;8015;;3;2;No inventariada;;14;3;1;999;;1;1;1;;;17;998
3;1;8;8;8112;;3;2;No inventariada;;14;7;2;2;;3;1;3;;;17;998
5;4;17;8;8307;;3;2;No inventariada;;14;4;2;4;;1;1;1;;;1;998
5;7;2;8;8284;;3;2;No inventariada;;14;19;1;999;;1;5;1;;;12;998
5;5;15;8;8213;;1;1;C-16C;1;6;4;1;999;;3;1;3;;;999;4
5;3;22;8;8187;;1;1;N-150;14,4;6;4;2;4;;1;5;1;;;999;4
5;4;12;8;8184;;1;1;No inventariada;10,4;6;2;2;2;;1;1;1;;;999;4
5;1;18;8;8054;;1;1;BV-1201;8,5;6;4;1;999;;1;1;1;;;999;4
5;1;21;8;8051;;1;1;B-124;14,8;6;3;1;999;;1;1;1;;;999;4
5;5;15;8;8266;;1;1;BV-1415;4,1;6;19;1;999;;1;1;1;;;999;4
5;4;8;8;8211;;1;1;B-23;8,5;2;4;2;2;;1;1;1;;;999;4
5;4;11;8;8114;;2;2;B-224;26,1;6;4;1;999;;1;1;1;;;999;4
5;6;9;8;8270;;1;1;C-31;169,3;6;6;1;999;;3;1;1;;;999;4
5;2;7;8;8096;;1;1;AP-7;131,5;2;3;1;999;;1;1;1;;;999;4
5;4;9;8;0;;1;1;AP-7;181,5;2;4;2;;;1;1;1;;;999;4
5;4;7;8;8260;;1;1;AP-7;144;2;3;1;999;;1;1;1;;;17;4
5;4;9;8;8121;;1;1;C-32;103;2;4;1;999;;1;1;1;;;999;4
5;4;10;8;8113;;1;1;C-1411b;23,5;6;2;2;;;1;1;1;;;999;4
5;4;10;8;8022;;1;1;C-16;97,6;6;4;2;2;;1;1;1;;;999;4
5;4;10;8;8118;;2;2;N-2;633;6;3;1;999;;1;1;1;;;999;4
5;4;17;8;0;;3;2;No inventariada;;14;1;1;999;;1;1;1;;;999;998
5;4;17;8;8194;;1;1;B-10;2,5;3;3;1;999;;1;1;1;;;17;1
5;4;19;8;8101;;1;1;C-31;196;3;4;1;999;;1;1;1;;;999;4
5;4;19;8;8125;;1;1;C-58;2,4;2;4;1;999;;1;1;1;;;999;4
5;2;16;8;8003;;1;1;BP-5002;1,2;6;19;1;999;;1;1;1;;;17;4
5;4;18;8;8200;;2;2;BV-2002;7;14;2;1;999;;1;1;1;;;17;4
4;3;8;8;8015;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
1;1;21;8;8046;;2;2;No inventariada;;14;9;2;4;;1;4;1;;;17;4
1;5;16;8;8046;;2;2;C-251;7,3;14;1;1;999;;1;1;1;;;17;4
2;4;13;8;8046;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
3;5;20;8;8015;;3;2;No inventariada;;14;2;2;1;;1;2;1;;;17;998
2;4;18;8;8046;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
5;4;19;8;8301;;1;1;C-32;52,3;2;3;1;999;;1;1;1;;;999;4
5;5;14;8;0;;1;1;B-23;14,1;2;4;1;999;;1;1;1;;;999;4
5;2;18;8;0;;1;1;C-15;23,9;6;4;1;999;;1;1;1;;;999;4
5;3;7;8;8125;;1;1;C-58;2,8;2;3;1;999;;1;1;1;;;999;4
5;5;5;8;8126;;1;1;N-2;631,9;6;2;2;4;;1;2;1;;;999;4
5;5;6;8;8283;;1;1;N-141c;40,3;6;19;2;2;;1;2;1;;;999;4
5;5;7;8;8263;;1;1;N-340;1242;6;2;2;4;;1;2;1;;;999;4
5;5;8;8;0;;1;1;AP-7;202;2;4;1;999;;1;1;1;;;999;4
5;5;10;8;0;;1;1;BV-2115;7,2;6;9;1;999;;1;1;1;;;999;4
5;5;13;8;0;;1;1;No inventariada;2,1;6;9;1;999;;1;1;1;;;999;4
5;5;14;8;8001;;1;1;A-2;584,6;3;4;1;999;;1;1;1;;;999;4
5;5;16;8;8041;;1;1;C-17;22,4;3;4;2;4;;1;1;1;;;999;4
5;5;19;8;8089;;1;1;B-210;1;6;9;2;2;;1;1;1;;;999;4
6;6;2;8;8301;;1;1;C-32;50,5;2;9;2;;;3;6;3;;;999;4
6;6;4;8;0;;1;1;BV-1037;0,1;6;19;1;999;;1;6;1;;;999;4
5;5;12;8;8015;;3;2;No inventariada;;14;7;2;2;;1;1;1;;;17;998
5;2;8;8;8015;;3;2;No inventariada;;14;9;2;;;1;1;1;;;17;998
5;2;5;8;8298;;3;2;No inventariada;;14;9;1;999;;1;2;1;;;17;998
5;4;18;8;8191;;3;2;No inventariada;;14;4;1;999;;1;1;1;;;17;998
5;3;14;8;8073;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
5;5;14;8;8101;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
5;7;17;8;8101;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
5;7;11;8;8015;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
5;2;18;8;8101;;3;2;No inventariada;;14;9;2;1;;1;1;1;;;17;998
5;2;16;8;8101;;3;2;No inventariada;;14;4;2;1;;1;1;1;;;17;998
5;3;3;8;8101;;3;2;No inventariada;;14;9;1;999;;1;4;1;;;17;998
5;1;14;8;8101;;3;2;No inventariada;;14;20;1;999;;1;1;1;;;17;998
4;3;0;8;8101;;3;2;No inventariada;;14;2;2;1;;1;4;1;;;17;998
5;1;19;8;8101;;3;2;No inventariada;;14;7;1;999;;1;1;1;;;1;998
6;6;7;8;8009;;1;1;C-60;5;2;19;1;999;;3;1;1;;;999;4
6;6;11;8;0;;1;1;BV-5001;14,5;6;9;1;999;;1;1;1;;;999;4
6;6;11;8;8076;;1;1;B-231;0,6;6;1;2;4;;1;1;1;;;999;4
6;6;12;8;8284;;2;2;N-2;680,7;6;2;2;4;;1;1;1;;;999;4
6;6;10;8;0;;1;1;BP-1121;6,8;6;1;1;999;;1;1;1;;;17;3
6;6;15;8;0;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;999;998
6;6;19;8;8235;;1;1;N-2;664,6;6;9;2;2;;3;1;3;;;999;4
6;6;21;8;8305;;1;1;AP-7;193;2;3;1;999;;3;6;4;;;999;4
6;7;1;8;0;;1;1;C-62;2;6;19;1;999;;1;6;1;;;999;4
6;7;2;8;8101;;1;1;C-31;196;3;20;1;999;;1;1;1;;;17;4
5;4;23;8;8114;;3;2;No inventariada;;14;7;1;999;;1;4;1;;;17;998
2;6;17;8;8147;;2;2;C-55;4,5;14;1;1;999;;1;1;1;;;17;4
3;6;7;8;8147;;3;2;No inventariada;;14;2;2;1;;3;1;3;;;17;998
5;1;17;8;8169;;3;2;No inventariada;;14;4;2;2;;1;1;1;;;17;998
5;1;1;8;8169;;3;2;No inventariada;;14;6;2;4;;1;4;1;;;17;998
4;7;20;8;8147;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
5;5;17;8;8169;;3;2;No inventariada;;14;9;2;4;;1;1;1;;;17;998
4;3;19;8;8114;;3;2;No inventariada;;14;4;1;999;;1;2;1;;;17;998
4;1;20;8;8147;;3;2;No inventariada;;14;7;1;999;;3;4;1;;;17;998
4;2;22;8;8114;;3;2;No inventariada;;14;2;1;999;;1;4;1;;;17;998
5;4;14;8;8147;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
5;2;9;8;8147;;3;2;No inventariada;;14;7;2;1;;3;1;3;;;17;998
5;1;11;8;8147;;3;2;No inventariada;;14;7;2;4;;1;1;1;;;17;998
5;4;11;8;8147;;3;2;No inventariada;;14;6;2;2;;1;1;1;;;17;998
6;6;14;8;8252;;3;2;No inventariada;;14;6;2;1;;1;1;1;;;17;998
3;4;16;8;8019;;3;2;No inventariada;;14;3;1;999;;1;1;1;1;;999;998
5;3;7;8;8187;;3;2;No inventariada;;14;2;1;999;;1;1;1;;;17;998
5;6;12;8;8141;;1;1;No inventariada;2,7;6;3;1;999;;1;1;1;;;17;2
5;3;17;8;8077;;3;2;No inventariada;;14;20;1;999;;1;1;1;;;17;998
6;6;10;8;8300;;1;1;B-120;2;14;9;2;1;;1;1;1;;;1;1
5;3;7;8;8205;;1;1;BP-1417;9,9;6;1;1;999;;1;1;1;;;17;3
6;6;16;8;8009;;1;1;B-502;4,5;6;4;2;2;;3;1;1;;;999;4
6;6;23;8;8041;;1;1;C-17;21,5;3;19;1;999;;3;6;3;;;999;4
6;6;10;8;8010;;1;1;B-431;41,5;6;19;1;999;;1;1;1;;;17;4
6;7;6;8;8307;;1;1;C-15;1,9;3;6;1;999;;3;2;1;;;999;4
6;7;11;8;0;;1;1;BV-2249;7,7;6;9;2;4;;1;1;1;;;999;4
6;7;12;8;8086;;1;1;N-152z;33,4;6;4;1;999;;1;1;1;;;999;4
6;7;13;8;0;;1;1;BV-4601;10,8;6;19;1;999;;1;1;1;;;17;4
6;7;18;8;8076;;1;1;A-2;580,4;3;4;1;999;;1;1;1;;;999;4
6;7;19;8;8054;;1;1;B-151;5;6;2;2;2;;1;1;1;;;999;4
6;7;19;8;8009;;1;1;C-1415c;7;6;9;1;999;;8;1;1;;;999;4
6;7;19;8;8075;;1;1;BV-5101;3,1;6;1;1;999;;1;1;1;;;999;4
6;7;21;8;8240;;1;1;AP-7;182,4;2;4;1;999;;1;6;1;;;999;4
6;1;0;8;8194;;1;1;B-10;2,2;3;4;1;999;;1;4;1;;;999;4
6;6;16;8;8200;;3;2;No inventariada;;14;19;1;999;;1;1;1;;;17;998
5;7;22;8;8003;;2;2;BP-5002;0,9;6;2;2;2;;1;4;1;;;17;4
5;5;9;8;8102;;3;2;No inventariada;;14;7;2;1;;1;1;1;;;17;998
5;4;13;8;8015;;3;2;No inventariada;;14;2;2;1;;3;1;3;;;17;998
5;5;13;8;8003;;3;2;No inventariada;;14;19;1;999;;1;1;1;;;17;998
5;5;11;8;8015;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
6;6;9;8;8121;;3;2;No inventariada;;14;9;2;2;;8;1;1;;;17;998
5;6;0;8;8092;;2;2;BV-4132z;7,8;14;19;1;999;;3;5;1;;;999;4
5;3;9;8;8015;;1;1;C-31;212;2;9;2;2;;1;1;1;;;999;4
5;3;23;8;8015;;1;1;BV-5011;3,5;6;19;1;999;;1;5;1;;;999;4
5;4;8;8;8015;;1;1;C-31;212;2;2;1;999;;1;1;1;;;999;4
5;5;11;8;8904;;1;1;C-58;9,3;2;9;1;999;;1;1;1;;;999;4
5;5;15;8;8187;;1;1;No inventariada;3;6;4;1;999;;1;1;1;;;999;4
5;5;19;8;8307;;1;1;C-31;155;6;4;2;;;1;1;1;;;999;4
6;7;8;8;8125;;1;1;C-33;81,9;2;19;1;999;;1;1;1;;;999;4
6;7;15;8;8167;;1;1;C-155;4,7;6;6;1;999;;1;1;1;;;999;4
6;7;16;8;8245;;1;1;B-20;18,8;2;4;1;999;;1;1;1;;;999;4
6;1;6;8;8157;;1;1;A-2;597;3;9;1;999;;1;1;1;;;999;4
6;1;7;8;8279;;1;1;C-16;23,5;2;3;1;999;;1;1;1;;;999;4
6;1;8;8;8124;;1;1;C-17;12;3;4;2;2;;1;1;1;;;999;4
6;1;12;8;8113;;1;1;C-55;35,1;6;2;2;2;;1;1;1;;;999;4
6;1;14;8;8200;;1;1;C-245;11,5;6;19;2;4;;1;1;1;;;999;4
6;1;15;8;8270;;1;1;C-31;163,6;6;19;1;999;;1;1;1;;;999;4
6;1;16;8;8252;;1;1;AP-7;146,5;2;3;1;999;;1;1;1;;;999;4
6;1;18;8;8180;;1;1;C-58;5,1;2;9;1;999;;1;1;1;;;999;4
5;4;10;8;8200;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
6;6;19;8;8298;;3;2;No inventariada;;14;19;1;999;;3;1;3;;;17;998
5;4;11;8;8015;;3;2;No inventariada;;14;19;2;2;;1;1;1;;;17;998
6;6;12;8;8121;;3;2;No inventariada;;14;2;1;999;;1;1;1;;;17;998
5;7;20;8;8035;;3;2;No inventariada;;14;4;2;1;;1;1;1;;;17;998
1;7;13;8;8284;;3;2;No inventariada;;14;1;1;999;;1;1;1;;;17;998
1;1;16;8;8284;;2;2;BV-5121;0,5;14;4;1;999;;1;1;1;;;17;4
5;4;16;8;8301;;3;2;No inventariada;;14;20;2;4;;1;1;1;;;17;998
5;4;19;8;8169;;3;2;No inventariada;;14;7;2;1;;1;1;1;;;17;998
3;5;9;8;8284;;3;2;No inventariada;;14;7;1;999;;1;1;1;;;17;998
5;3;19;8;8217;;3;2;No inventariada;;14;7;2;4;;1;2;1;;;17;998
5;5;9;8;8217;;2;2;No inventariada;;14;9;2;4;;8;1;1;;;17;4
5;5;9;8;8217;;2;2;No inventariada;;14;9;2;4;;8;1;1;;;17;4
5;4;12;8;8245;;3;2;No inventariada;;14;7;2;2;;1;1;1;;;17;998
5;2;9;8;8107;;2;2;BV-1602;6,4;14;3;1;999;;1;1;1;;;17;4
5;3;14;8;8015;;3;2;No inventariada;;14;7;2;1;;1;1;1;;;17;998
5;5;16;8;8015;;3;2;No inventariada;;14;6;1;999;;1;1;1;;;1;998
5;1;14;8;8015;;3;2;No inventariada;;14;7;1;999;;1;1;1;;;17;998
3;3;20;8;8101;;3;2;No inventariada;;14;7;1;999;;1;4;1;;;17;998
5;1;19;8;8015;;3;2;No inventariada;;14;3;1;999;;1;1;1;;;17;998
2;1;18;8;8101;;3;2;No inventariada;;14;7;1;999;;1;1;1;;;17;998
6;1;15;8;8015;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
5;4;8;8;8096;;3;2;No inventariada;;14;7;2;1;;1;1;1;;;1;998
5;1;13;8;8033;;1;1;C-59;14;6;3;2;4;;1;1;1;;;999;4
5;5;14;8;8001;;1;1;N-2a;585;6;4;1;999;;3;1;3;;;999;4
5;7;16;8;0;;2;2;BP-5107;42,1;14;9;1;999;;1;1;1;;;999;4
5;3;15;8;8033;;1;1;C-59;12,9;6;2;2;2;;1;1;1;;;999;4
6;1;20;8;8161;;1;1;B-224;11;6;4;2;2;;1;1;1;;;999;4
6;2;7;8;8077;;1;1;B-23;0,7;2;4;1;999;;1;1;1;;;999;4
6;2;9;8;8238;;1;1;BP-1503;19,6;6;4;2;2;;1;1;1;;;999;4
6;2;9;8;0;;2;2;N-340;1221;14;4;1;999;;1;1;1;;;999;4
6;2;10;8;8210;;1;1;C-59;23;6;20;2;2;;1;1;1;;;999;4
6;2;14;8;0;;1;1;N-141c;20,2;6;19;1;999;;1;1;1;;;999;4
6;2;18;8;0;;1;1;C-16;106,9;6;19;1;999;;3;1;4;;;999;4
6;2;18;8;8073;;1;1;C-32;60;3;4;1;999;;1;1;1;;;999;4
6;2;11;8;8073;;3;2;No inventariada;;14;3;2;4;;1;1;1;;;17;998
6;3;7;8;8073;;3;2;No inventariada;;14;2;1;999;;1;1;1;;;17;998
5;1;8;8;8035;;3;2;No inventariada;;14;3;2;2;;1;1;1;;;17;998
6;2;11;8;8015;;3;2;No inventariada;;14;6;1;999;;1;1;1;;;17;998
5;3;15;8;8015;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
5;5;18;8;8121;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
5;4;13;8;8089;;3;2;No inventariada;;14;7;1;999;;1;1;1;;;17;998
5;6;12;8;8035;;3;2;No inventariada;;14;4;1;999;;1;1;1;;;17;998
5;1;18;8;8035;;3;2;No inventariada;;14;4;1;999;;1;1;1;;;17;998
5;1;12;8;8089;;3;2;No inventariada;;14;4;1;999;;1;1;1;;;17;998
5;5;20;8;8089;;2;2;C-245;5,6;14;7;2;1;;1;1;1;;;17;4
5;4;22;8;8089;;3;2;No inventariada;;14;4;1;999;;1;4;1;;;17;998
5;4;20;8;8245;;3;2;No inventariada;;14;7;2;1;;1;1;1;;;17;998
6;7;12;8;8245;;3;2;No inventariada;;14;6;1;999;;1;1;1;;;17;998
6;1;13;8;8245;;3;2;No inventariada;;14;4;1;999;;1;1;1;;;17;998
5;6;11;8;8015;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
4;1;8;8;8263;;2;2;BV-2005;2;14;4;1;999;;3;1;3;;;17;4
5;3;19;8;8245;;3;2;No inventariada;;14;7;1;999;;1;1;1;;;17;998
5;6;8;8;8015;;3;2;No inventariada;;14;1;2;1;;1;1;1;;;17;998
4;1;23;8;8263;;3;2;No inventariada;;14;2;1;999;;3;4;3;;;17;998
4;4;8;8;8263;;3;2;No inventariada;;14;3;1;999;;1;1;1;;;17;998
5;4;19;8;8015;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
5;4;15;8;8015;;3;2;No inventariada;;14;2;2;2;;1;1;1;;;17;998
5;7;21;8;8238;;3;2;No inventariada;;14;7;1;999;;1;5;1;;;17;998
5;1;12;8;8238;;1;1;C-1413a;19,2;14;9;2;4;;1;1;1;;;17;4
3;7;3;8;8015;;3;2;No inventariada;;14;2;2;1;;1;4;1;;;17;998
4;6;11;8;8015;;3;2;No inventariada;;14;2;1;999;;1;1;1;;;17;998
6;2;13;8;8305;;1;1;N-340;1213;6;2;2;4;;1;1;1;;;999;4
5;7;13;8;8108;;1;1;C-155;15,1;6;19;2;;;1;1;1;;;999;4
5;5;21;8;8046;;1;1;BV-5105;3,3;6;2;2;4;;1;2;1;;;999;4
6;2;13;8;8307;;1;1;BV-2115;1,6;6;9;2;2;;1;1;1;;;999;4
6;3;8;8;8307;;1;1;C-31;152;6;4;1;999;;1;1;1;;;999;4
6;3;12;8;8118;;1;1;N-2;636;6;9;2;4;;8;1;1;;;999;4
6;3;19;8;0;;3;2;No inventariada;;14;2;2;2;;1;1;1;;;999;998
6;3;22;8;8181;;1;1;BV-5105;0,2;6;19;1;999;;1;6;1;;;999;4
6;3;16;8;0;;1;1;A-2;560,2;3;20;1;999;;1;1;1;;;17;4
6;3;7;8;8073;;3;2;No inventariada;;14;2;2;4;;1;1;1;;;17;998
6;1;13;8;8200;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
6;6;19;8;8121;;3;2;No inventariada;;14;7;2;1;;1;1;1;;;17;998
5;4;10;8;8035;;3;2;No inventariada;;14;3;2;1;;1;1;1;;;17;998
5;3;7;8;8089;;3;2;No inventariada;;14;2;2;1;;3;1;4;;;17;998
6;1;13;8;8200;;3;2;No inventariada;;14;4;1;999;;1;1;1;;;17;998
5;4;13;8;8015;;3;2;No inventariada;;14;2;2;1;;1;1;1;;;17;998
5;7;9;8;8089;;3;2;No inventariada;;14;2;2;2;;1;1;1;;;17;998
6;4;11;8;8298;;3;2;No inventariada;;14;9;1;999;;1;1;1;;;17;998
4;7;13;8;8015;;3;2;No inventariada;;14;4;1;999;;1;1;1;;;17;998
6;3;17;8;8252;;1;1;AP-7;146,5;2;4;1;999;;1;1;1;;;999;4
5;3;12;8;8073;;1;1;A-2;609,5;3;20;1;999;;1;1;1;;;999;4
6;3;9;8;8019;;1;1;B-10;2,1;3;2;1;999;;1;4;1;;;999;4
6;3;18;8;8194;;1;1;C-31;209;2;4;1;999;;1;1;1;;;999;4
6;3;19;8;8266;;1;1;AP-7;152,5;2;4;1;999;;1;1;1;;;999;4
6;3;14;8;0;;1;1;C-243a;7,4;6;9;1;999;;1;1;1;;;17;1
6;4;7;8;8217;;1;1;A-2;607;3;4;2;2;;1;1;1;;;999;4
