MES;DIA_SEMANA;HORA;COD_PROVINCIA;COD_MUNICIPIO;ISLA;ZONA;ZONA_AGRUPADA;CARRETERA;KM;TIPO_VIA;TIPO_ACCIDENTE;NUDO;NUDO_INFO;CARRETERA_CRUCE;CONDICION_FIRME;CONDICION_ILUMINACION;CONDICION_METEO;CONDICION_NIEBLA;CONDICION_VIENTO;VISIB_RESTRINGIDA_POR;TRAZADO_PLANTA
1;3;22;1;0;;1;1;A-2622;33;6;18;2;;;1;6;1;;;1;1
1;6;23;1;1036;;1;1;A-625;369;5;16;2;;;3;6;4;;;1;3
1;7;1;1;0;;1;1;AP-1;82;2;12;2;;;3;6;3;;;1;1
1;7;8;1;0;;1;1;A-2522;32;6;13;2;;;3;1;3;;;1;3
1;4;17;1;0;;1;1;A-3600;19;14;15;2;;;3;1;2;;;1;1
1;5;18;1;1059;;1;1;A-3602;8;5;15;1;2;;3;6;1;;;1;2
1;6;9;1;0;;1;1;A-3608;12;6;15;2;;;1;1;1;;;1;1
1;1;6;1;1059;;1;1;A-1;345;3;18;2;;;3;6;2;;;1;1
1;5;10;1;0;;1;1;A-3138;32;6;19;2;;;3;1;1;;;1;1
1;1;7;1;1059;;1;1;A-1;345;3;4;2;;;3;2;2;;;1;1
1;6;16;1;1059;;1;1;A-1;352;3;4;1;2;;1;1;1;;;1;2
1;6;17;1;1059;;1;1;A-1;352;3;4;1;2;;1;2;1;;;1;2
1;5;23;1;1036;;1;1;A-625;371;5;12;2;;;1;6;1;;;1;1
1;6;10;1;1059;;1;1;A-3102;9;6;10;2;;;3;1;1;;;1;2
1;5;19;1;1002;;1;1;A-2522;32;6;19;2;;;1;6;1;;;1;3
1;5;15;1;1059;;1;1;A-2134;3;6;19;2;;;1;1;1;;;1;1
1;5;17;1;0;;3;2;No inventariada;0;14;19;1;2;;1;1;1;;;1;998
1;6;1;1;1059;;3;2;No inventariada;0;9;2;2;;;1;4;1;;;18;998
2;5;11;1;1059;;1;1;A-1;352;3;4;1;999;;3;1;2;;;1;2
10;2;2;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
8;7;5;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
1;2;10;1;0;;1;1;A-624;55;14;10;1;999;;3;1;1;;;1;1
1;3;11;1;0;;1;1;AP-1;111;1;4;2;;;1;1;1;;;17;2
2;5;15;1;0;;1;1;AP-1;82;2;16;2;;;3;1;3;;;1;2
2;6;20;1;1059;;1;1;N-624;9;5;15;1;4;;1;4;1;;;1;1
2;5;9;1;0;;1;1;A-624;45;6;19;2;;;1;1;2;;;1;1
2;6;13;1;0;;3;2;No inventariada;0;14;4;1;2;;1;1;1;;;1;998
1;7;16;1;0;;1;1;A-132;12;5;2;1;1;;1;1;1;;;1;2
2;5;14;1;0;;1;1;N-240;15;14;4;2;;;1;1;2;;;1;1
2;6;20;1;0;;1;1;AP-1;80;2;16;2;;;3;6;1;;;1;2
2;2;5;1;1059;;1;1;A-3302;5;5;2;1;2;;3;6;2;1;;1;1
2;6;21;1;1059;;1;1;N-622;5;5;16;2;;;3;6;1;;;1;1
2;3;18;1;0;;3;2;No inventariada;0;9;2;2;;;1;3;1;;;1;998
2;1;12;1;0;;1;1;A-2120;30;8;14;1;4;;1;1;1;;1;1;2
1;2;13;1;1059;;1;1;A-132;5;14;2;1;1;;1;1;1;;;1;1
1;4;15;1;0;;1;1;A-2120;30;6;12;2;;;1;1;2;;;1;1
2;1;16;1;0;;1;1;A-3312;31;6;20;2;;;1;1;1;;;1;1
2;3;18;1;0;;1;1;A-1;328;3;19;2;;;1;6;1;;;1;1
2;5;17;1;0;;1;1;A-1;339;3;15;2;;;3;2;4;;;1;2
2;3;3;1;0;;1;1;AP-68;62;2;19;2;;;1;6;1;;;1;1
2;1;5;1;1036;;1;1;A-625;369;6;16;2;;;3;6;3;;;1;3
1;1;5;1;0;;1;1;A-1;372;3;19;2;;;1;6;1;;;1;1
2;7;10;1;0;;1;1;A-132;23;6;19;2;;;1;1;1;;;1;1
10;7;20;1;1059;;3;2;No inventariada;0;9;2;2;;;9;4;1;;;18;998
2;3;19;1;0;;3;2;No inventariada;0;9;1;1;2;;1;4;1;;;1;998
2;4;22;1;0;;1;1;A-3012;35;6;14;2;;;3;6;4;;;1;1
2;6;12;1;0;;1;1;AP-1;81;2;12;2;;;3;1;3;;;1;2
2;6;9;1;0;;1;1;A-124;69;14;4;1;1;;1;1;1;;;1;1
2;1;18;1;0;;1;1;N-622;20;3;15;2;;;4;6;4;;;17;1
2;2;12;1;0;;1;1;A-4001;4;6;2;1;1;;3;1;4;;;1;1
2;6;13;1;0;;3;2;No inventariada;0;14;19;2;;;1;1;1;;;1;998
2;4;17;1;0;;1;1;A-1;366;3;4;2;;;3;1;3;;;1;1
2;4;17;1;0;;1;1;A-624;26;14;14;2;;;3;1;4;;;5;2
2;4;13;1;0;;1;1;A-2122;35;6;19;2;;;1;1;2;;;1;1
2;5;20;1;1059;;1;1;A-1;355;3;4;1;2;;1;6;2;;;1;2
2;2;17;1;0;;1;1;A-3322;23;6;14;2;;;1;1;1;;;1;3
3;5;18;1;0;;1;1;A-624;49;6;2;2;;;1;2;2;;;1;1
2;7;3;1;0;;1;1;A-2126;54;6;16;2;;;1;6;1;;;1;3
3;1;6;1;1051;;3;2;No inventariada;0;14;2;1;6;;3;3;2;;;1;998
3;6;20;1;1059;;1;1;N-104;358;6;5;1;2;;3;2;3;;;5;1
3;6;12;1;1051;;1;1;A-2128;25;14;2;1;2;;1;1;1;;;1;1
3;7;19;1;1059;;1;1;A-132;10;5;15;2;;;1;1;1;;;1;1
2;6;21;1;1059;;3;2;No inventariada;0;9;7;2;;;1;4;1;;;18;998
2;3;7;1;1059;;3;2;No inventariada;0;9;7;2;;;1;3;1;;;18;998
1;2;17;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
1;3;2;1;1059;;3;2;No inventariada;0;9;2;2;;;1;4;1;;;18;998
1;3;5;1;1059;;3;2;No inventariada;0;9;10;2;;;3;4;3;;;18;998
2;3;10;1;1036;;2;2;A-625;366;12;10;2;;;3;1;2;;;3;3
3;6;10;1;0;;1;1;A-3941;25;6;15;2;;;1;1;1;;;1;2
1;3;12;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
1;3;12;1;1059;;3;2;No inventariada;0;9;7;2;;;1;1;7;;;18;998
1;3;17;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
1;4;18;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
1;6;11;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
1;6;21;1;1059;;3;2;No inventariada;0;9;7;2;;;3;4;3;;;18;998
1;6;22;1;1059;;3;2;No inventariada;0;9;1;2;;;4;4;4;;;5;998
1;7;15;1;1059;;3;2;No inventariada;0;9;7;2;;;4;1;4;;;18;998
1;1;10;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;1;;;18;998
1;1;16;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
1;2;13;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
1;3;8;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
1;4;20;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
1;5;8;1;1059;;3;2;No inventariada;0;9;7;2;;;3;1;7;;;18;998
1;1;8;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
1;2;12;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
1;3;5;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
1;5;18;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
1;6;19;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
1;6;21;1;1059;;3;2;No inventariada;0;9;2;2;;;3;4;3;;;18;998
1;7;13;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
1;1;8;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
1;2;6;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
1;3;14;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
1;3;14;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
1;5;14;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
1;7;9;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
1;1;18;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
3;5;6;1;0;;1;1;A-3612;26;14;8;2;;;1;6;2;2;;5;4
1;2;11;1;1059;;3;2;No inventariada;0;9;10;2;;;1;1;1;;;18;998
1;3;8;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;1;;;18;998
2;4;14;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
2;4;12;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
2;6;21;1;1059;;3;2;No inventariada;0;9;1;2;;;9;1;7;;;18;998
2;7;20;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
1;1;6;1;0;;1;1;A-2604;56;6;16;2;;;3;2;1;;;1;1
3;3;23;1;0;;3;2;No inventariada;0;9;16;2;;;1;4;1;;;1;998
3;5;20;1;0;;1;1;N-124;29;8;5;1;4;;1;3;1;;;1;3
2;2;12;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
2;4;5;1;1059;;3;2;No inventariada;0;9;2;2;;;3;4;3;;;18;998
2;4;8;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;2;998
3;6;13;1;0;;1;1;A-4339;30;14;4;2;;;1;1;1;;;1;1
3;4;1;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
2;6;3;1;1059;;3;2;No inventariada;0;9;1;2;;;3;4;3;;;18;998
2;2;18;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
2;5;15;1;1059;;3;2;No inventariada;0;9;3;2;;;9;1;7;;;18;998
3;6;14;1;0;;1;1;AP-68;69;1;12;2;;;1;1;1;;;1;3
3;2;8;1;0;;1;1;N-124;25;14;16;2;;;3;1;2;;;1;4
3;2;17;1;1059;;3;2;No inventariada;0;7;10;2;;;1;1;1;;;1;998
3;2;17;1;0;;1;1;A-2134;2;6;13;1;2;;1;2;1;;;6;2
3;4;13;1;0;;1;1;A-124;60;6;4;1;2;;1;1;1;;;1;2
3;3;18;1;0;;3;2;No inventariada;0;9;19;2;;;1;2;2;;;1;998
3;4;13;1;0;;3;2;No inventariada;0;9;10;2;;;3;1;2;;;1;998
2;6;18;1;1059;;3;2;No inventariada;0;9;3;2;;;1;1;1;;;18;998
2;7;13;1;1059;;3;2;No inventariada;0;9;4;2;;;1;1;7;;;18;998
2;2;15;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
2;3;15;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
2;4;16;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
3;5;17;1;0;;1;1;A-3122;32;6;19;2;;;1;1;1;;;1;2
4;1;14;1;1059;;1;1;A-4107;7;6;1;2;;;1;1;1;;;1;1
2;5;14;1;1059;;3;2;No inventariada;0;9;10;2;;;1;1;2;;;18;998
2;5;21;1;1059;;3;2;No inventariada;0;9;11;2;;;1;1;2;;;18;998
2;6;12;1;1059;;3;2;No inventariada;0;9;7;2;;;1;1;2;;;9;998
2;6;12;1;1059;;3;2;No inventariada;0;9;10;2;;;3;1;3;;;18;998
2;1;11;1;1059;;3;2;No inventariada;0;9;11;2;;;9;1;7;;;18;998
2;2;13;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
3;1;14;1;0;;1;1;A-3941;25;6;10;2;;;1;1;1;;;1;2
2;2;19;1;1059;;3;2;No inventariada;0;9;2;2;;;1;2;2;;;18;998
2;4;12;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
3;4;18;1;1059;;1;1;A-1;352;3;4;1;2;;3;2;3;;;1;2
4;5;12;1;0;;1;1;A-1;326;3;6;1;999;;1;1;1;;;1;1
4;7;19;1;1059;;1;1;A-1;352;3;4;1;2;;1;1;1;;;1;2
4;1;6;1;1059;;1;1;N-624;9;5;18;1;4;;3;6;1;;;1;1
4;2;14;1;0;;1;1;AP-68;29;1;19;1;999;;3;1;2;;;1;3
3;1;22;1;1059;;3;2;No inventariada;0;9;7;2;;;1;4;1;;;18;998
3;5;8;1;1059;;3;2;No inventariada;0;9;10;2;;;1;1;1;;;18;998
3;5;9;1;1059;;3;2;No inventariada;0;9;2;2;;;3;1;3;;;18;998
4;6;12;1;1059;;1;1;A-3102;5;6;19;2;;;1;1;1;;;1;3
4;5;13;1;1002;;1;1;A-624;36;14;15;2;;;1;1;1;;;1;1
3;5;15;1;1059;;3;2;No inventariada;0;9;3;2;;;9;1;7;;;18;998
3;6;6;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
3;6;20;1;1059;;3;2;No inventariada;0;9;10;2;;;2;1;7;;;18;998
3;7;13;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
3;2;7;1;1059;;3;2;No inventariada;0;9;2;2;;;9;3;7;;;18;998
3;3;10;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
4;7;15;1;0;;1;1;AP-68;30;1;19;2;;;3;1;3;;;1;3
3;3;18;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
3;4;8;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
3;5;14;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
4;2;14;1;1002;;1;1;AP-68;22;1;19;2;;;3;1;2;;;1;2
4;5;19;1;0;;1;1;A-3002;9;6;10;1;1;;1;1;1;;;1;3
4;7;22;1;0;;1;1;AP-68;70;2;8;2;;;1;6;1;;;1;2
3;7;18;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
3;1;21;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
3;1;17;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
4;2;17;1;1059;;1;1;A-1;355;8;4;1;2;;1;1;1;;;1;2
3;4;18;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
3;5;8;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
3;7;20;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
3;7;23;1;1059;;3;2;No inventariada;0;9;6;2;;;9;1;7;;;18;998
4;1;12;1;1059;;1;1;A-1;348;3;12;2;;;1;1;2;;;1;1
4;7;10;1;0;;1;1;A-3110;18;6;19;2;;;1;1;1;;;1;1
3;1;8;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
3;1;9;1;1059;;3;2;No inventariada;0;9;6;2;;;9;1;7;;;18;998
4;5;21;1;0;;1;1;A-4624;57;14;15;2;;;1;6;1;;;1;1
4;3;7;1;1059;;1;1;N-240;10;5;3;2;;;1;1;2;1;;5;1
4;7;13;1;1002;;1;1;A-624;33;6;16;2;;;1;1;1;;;1;2
3;2;14;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
3;2;15;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
3;3;11;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
4;4;14;1;0;;1;1;A-3318;20;5;18;2;;;3;1;2;;;1;1
3;3;14;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
3;4;8;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
4;3;20;1;0;;1;1;A-2622;25;14;14;2;;;1;1;1;;;1;2
4;7;16;1;0;;1;1;AP-1;82;1;12;2;;;1;1;1;;;1;2
4;7;9;1;0;;1;1;AP-1;83;2;16;2;;;1;1;1;;;1;2
4;6;18;1;1059;;1;1;N-622;5;5;19;2;;;1;1;1;;;1;1
3;4;15;1;1059;;3;2;No inventariada;0;9;20;2;;;9;1;7;;;18;998
3;5;9;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
4;7;17;1;0;;1;1;A-2126;55;14;2;1;2;;1;1;1;;;1;2
3;4;15;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
3;6;14;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
4;3;10;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
4;1;14;1;0;;2;2;A-3641;55;6;4;2;;;1;1;1;;;1;1
4;3;11;1;0;;1;1;A-3314;32;5;10;2;;;1;1;1;;;1;1
5;3;19;1;0;;2;2;A-3226;62;6;4;2;;;1;1;1;;;1;1
5;1;9;1;0;;1;1;AP-68;30;1;16;1;2;;3;1;2;;;1;3
5;4;12;1;0;;3;2;No inventariada;0;9;10;2;;;1;1;1;;;1;998
5;4;13;1;0;;1;1;A-2124;37;14;2;1;2;;1;1;1;;;1;1
5;5;9;1;0;;1;1;A-132;34;6;20;1;2;;1;1;1;;;1;1
5;7;11;1;1059;;1;1;A-3606;9;6;18;2;;;1;1;1;;;1;1
5;5;18;1;0;;1;1;A-2602;59;14;12;2;;;1;1;1;;;1;2
5;5;18;1;1059;;1;1;A-1;355;3;4;1;2;;1;1;1;;;1;2
5;2;7;1;0;;1;1;A-623;19;6;16;2;;;3;1;3;;;1;2
4;3;14;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
4;3;13;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
4;3;8;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
4;5;13;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
4;3;14;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
4;6;10;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
5;4;18;1;0;;2;2;A-3002;13;6;4;1;2;;1;1;1;;;1;3
4;3;10;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
4;3;18;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
4;4;15;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
4;4;16;1;1059;;3;2;No inventariada;0;9;10;2;;;1;1;7;;;18;998
4;4;21;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
4;5;20;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
5;2;20;1;1002;;1;1;A-2625;349;14;19;2;;;1;2;1;;;1;1
5;6;18;1;0;;1;1;AP-68;49;1;19;2;;;3;1;4;;;1;1
4;6;13;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
4;1;18;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
4;2;15;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
4;2;7;1;1059;;3;2;No inventariada;0;9;10;2;;;1;1;1;;;18;998
5;5;17;1;0;;1;1;N-622;16;3;12;2;;;3;1;2;;;1;3
5;4;11;1;0;;1;1;A-3220;74;14;19;2;;;1;1;1;;;1;3
5;6;21;1;0;;1;1;AP-1;80;2;4;2;;;3;6;2;;;1;3
4;5;15;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
4;5;18;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
4;2;18;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
4;2;9;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
4;3;13;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
4;3;12;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
4;4;14;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
5;4;13;1;0;;1;1;A-2134;0;14;4;1;5;;1;1;1;;;1;1
5;2;14;1;1059;;1;1;N-622;4;5;4;2;;;3;1;3;;;1;1
4;2;16;1;0;;1;1;A-3100;17;6;2;1;1;;1;1;1;;;1;1
4;4;18;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
4;5;12;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;7;;;18;998
4;1;10;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
5;4;9;1;0;;1;1;A-4207;63;6;2;2;;;1;1;1;;;1;2
5;6;12;1;0;;1;1;A-2124;32;6;19;2;;;1;1;1;;;1;1
5;3;7;1;0;;1;1;A-3008;5;14;2;1;1;;1;1;2;;;1;1
5;5;7;1;0;;3;2;No inventariada;0;14;1;2;;;1;3;2;2;;5;998
5;5;21;1;0;;1;1;A-3302;13;6;2;1;2;;3;6;2;;;1;3
5;1;12;1;0;;1;1;N-104;360;14;2;1;2;;3;1;3;;;1;1
5;4;6;1;0;;1;1;A-2120;30;14;2;1;2;;3;1;2;;;1;1
5;4;11;1;0;;1;1;A-3630;54;6;19;2;;;1;1;2;;;17;1
5;6;12;1;0;;1;1;A-3002;12;14;10;2;;;1;1;1;;;1;3
5;5;15;1;1059;;1;1;A-4107;7;6;15;2;;;1;1;1;;;1;1
5;7;19;1;0;;1;1;A-3110;18;6;10;2;;;1;1;1;;;1;1
5;2;14;1;0;;1;1;A-124;76;6;16;1;5;;1;1;1;;;1;1
5;7;10;1;1059;;1;1;A-3102;5;14;10;2;;;1;1;1;;;1;1
5;4;17;1;0;;3;2;No inventariada;0;14;20;2;;;1;1;1;;;1;998
5;7;11;1;1051;;1;1;A-3016;26;5;10;2;;;1;1;1;;;1;1
4;2;6;1;1059;;3;2;No inventariada;0;9;10;2;;;1;3;1;;;18;998
4;2;22;1;1059;;3;2;No inventariada;0;9;2;2;;;3;4;3;;;18;998
5;5;10;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
5;5;16;1;1059;;3;2;No inventariada;0;9;4;2;;;1;1;1;;;18;998
5;6;12;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
6;2;9;1;0;;3;2;No inventariada;0;9;12;1;2;;1;1;1;;;1;998
5;7;15;1;0;;1;1;AP-68;77;1;12;2;;;5;1;5;;;1;3
6;6;0;1;0;;1;1;A-2522;31;6;15;1;2;;1;6;1;;;1;1
5;6;15;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
5;2;15;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
5;3;18;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
5;4;16;1;0;;1;1;A-3002;15;6;10;2;;;1;1;1;;;1;1
5;3;19;1;1059;;3;2;No inventariada;0;9;7;2;;;1;1;1;;;18;998
5;4;17;1;1059;;3;2;No inventariada;0;9;7;2;;;1;1;1;;;18;998
5;4;17;1;1059;;3;2;No inventariada;0;14;2;2;;;1;1;1;;;18;998
5;4;18;1;1059;;3;2;No inventariada;0;9;4;2;;;9;1;7;;;18;998
6;7;5;1;0;;1;1;A-2622;40;6;15;2;;;1;6;1;;;1;2
6;5;16;1;0;;1;1;A-2622;25;14;19;2;;;1;1;1;;;1;3
6;7;15;1;0;;1;1;A-1;363;3;4;2;;;1;1;1;;;1;1
6;4;8;1;0;;1;1;A-624;28;5;19;2;;;1;1;1;;;1;2
6;4;19;1;0;;1;1;A-2128;32;14;10;2;;;1;1;1;;;1;2
6;7;20;1;1059;;1;1;A-1;341;3;3;2;;;1;1;1;;;1;1
3;5;3;1;0;;1;1;A-1;324;3;6;2;;;1;6;1;;;1;1
6;6;19;1;1051;;1;1;A-3022;25;6;18;2;;;1;1;1;;;1;1
5;5;17;1;1059;;3;2;No inventariada;0;9;4;1;4;;1;1;1;;;18;998
5;5;22;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
5;6;9;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
6;6;16;1;0;;1;1;A-1;340;3;15;2;;;3;1;4;;;1;1
5;6;6;1;1059;;3;2;No inventariada;0;9;10;2;;;1;3;1;;;18;998
5;6;13;1;1059;;3;2;No inventariada;0;9;7;2;;;1;1;1;;;18;998
5;2;17;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
5;4;7;1;1059;;3;2;No inventariada;0;9;11;2;;;9;1;7;;;18;998
5;4;14;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
6;5;13;1;0;;1;1;A-3608;18;14;16;2;;;1;1;1;;;1;1
6;6;10;1;0;;1;1;A-2604;56;6;19;2;;;1;1;1;;;17;2
6;6;14;1;0;;1;1;A-624;55;5;20;1;999;;1;1;1;;;1;1
6;7;2;1;0;;1;1;N-622;18;3;19;2;;;3;6;3;;;1;1
6;7;14;1;1051;;3;2;No inventariada;0;14;7;2;;;3;1;3;;;1;998
5;4;13;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;18;998
5;4;14;1;1059;;3;2;No inventariada;0;9;7;2;;;1;1;1;;;18;998
5;5;12;1;1059;;3;2;No inventariada;0;9;10;2;;;1;1;1;;;18;998
5;6;11;1;1059;;3;2;No inventariada;0;9;2;2;2;;9;1;7;;;18;998
5;2;15;1;1059;;3;2;No inventariada;0;9;7;2;;;9;1;7;;;18;998
6;1;5;1;0;;1;1;A-124;54;5;16;2;;;1;4;1;;;1;3
6;4;17;1;0;;1;1;N-622;11;3;18;2;;;3;1;2;;;1;3
5;2;19;1;1059;;3;2;No inventariada;0;9;4;2;;;3;1;3;;;18;998
5;3;12;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
5;4;11;1;1059;;3;2;No inventariada;0;9;2;2;;;9;1;7;;;18;998
6;4;18;1;0;;3;2;No inventariada;0;14;20;1;2;;1;1;1;;;1;998
6;1;6;1;0;;1;1;N-622;18;3;18;2;;;1;2;1;;;1;3
6;4;20;1;0;;1;1;N-240;13;3;19;2;;;3;1;4;;;1;2
6;5;7;1;0;;2;2;A-3641;50;6;19;2;;;3;1;2;;;1;1
6;2;18;1;0;;3;2;No inventariada;0;9;19;2;;;1;1;1;;;1;998
5;5;7;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;1;;;6;998
5;5;18;1;1059;;3;2;No inventariada;0;9;4;2;;;1;1;2;;;18;998
5;7;20;1;1059;;3;2;No inventariada;0;9;1;2;;;1;1;1;;;18;998
5;1;14;1;1059;;3;2;No inventariada;0;9;2;2;;;1;1;2;;;18;998
6;7;6;1;0;;1;1;A-124;73;14;16;2;;;3;1;3;;;1;1
6;5;0;1;0;;1;1;A-3302;14;6;16;1;4;;1;4;2;;;1;1
6;4;19;1;0;;1;1;A-3214;60;14;13;2;;;3;1;4;;;5;2
6;6;11;1;0;;1;1;A-4319;33;5;14;2;;;3;1;3;;;1;3
6;7;15;1;0;;1;1;A-3014;26;14;4;2;;;1;1;1;;;1;1
6;3;17;1;0;;1;1;A-3122;33;6;10;2;;;1;1;1;;;1;1
6;4;22;1;0;;1;1;A-3122;35;5;18;2;;;3;2;3;;;1;3
5;1;15;1;1059;;3;2;No inventariada;0;9;10;2;;;9;1;7;;;18;998
6;6;19;1;0;;3;2;No inventariada;0;14;16;1;1;;1;1;1;;;1;998
