Longitud_WGS84,Latitud_WGS84,,,,,,,,,,,,,,,,
2.15687102,41.39586055,,,,,,,,,,,,,,,,
2.14791433,41.39359874,,,,,,,,,,,,,,,,
2.14791433,41.39359874,,,,,,,,,,,,,,,,
2.14791433,41.39359874,,,,,,,,,,,,,,,,
2.14791433,41.39359874,,,,,,,,,,,,,,,,
2.13117493,41.41074164,,,,,,,,,,,,,,,,
2.13117493,41.41074164,,,,,,,,,,,,,,,,
2.17973449,41.43486298,,,,,,,,,,,,,,,,
2.12713167,41.38555375,,,,,,,,,,,,,,,,
2.12713167,41.38555375,,,,,,,,,,,,,,,,
2.13578598,41.41512763,,,,,,,,,,,,,,,,
2.13578598,41.41512763,,,,,,,,,,,,,,,,
2.13578598,41.41512763,,,,,,,,,,,,,,,,
2.13578598,41.41512763,,,,,,,,,,,,,,,,
2.20267994,41.41459009,,,,,,,,,,,,,,,,
2.20267994,41.41459009,,,,,,,,,,,,,,,,
2.20267994,41.41459009,,,,,,,,,,,,,,,,
2.17069986,41.41392619,,,,,,,,,,,,,,,,
2.17069986,41.41392619,,,,,,,,,,,,,,,,
2.17069986,41.41392619,,,,,,,,,,,,,,,,
2.15221163,41.40305558,,,,,,,,,,,,,,,,
2.15221163,41.40305558,,,,,,,,,,,,,,,,
2.15221163,41.40305558,,,,,,,,,,,,,,,,
2.17951893,41.40243963,,,,,,,,,,,,,,,,
2.17951893,41.40243963,,,,,,,,,,,,,,,,
2.12429989,41.38812108,,,,,,,,,,,,,,,,
2.18162213,41.40144319,,,,,,,,,,,,,,,,
2.18162213,41.40144319,,,,,,,,,,,,,,,,
2.19676246,41.39513924,,,,,,,,,,,,,,,,
2.19676246,41.39513924,,,,,,,,,,,,,,,,
2.17445923,41.4164798,,,,,,,,,,,,,,,,
2.17445923,41.4164798,,,,,,,,,,,,,,,,
2.13291544,41.36893281,,,,,,,,,,,,,,,,
2.13291544,41.36893281,,,,,,,,,,,,,,,,
2.20009048,41.38977993,,,,,,,,,,,,,,,,
2.20009048,41.38977993,,,,,,,,,,,,,,,,
2.13577638,41.39102075,,,,,,,,,,,,,,,,
2.13577638,41.39102075,,,,,,,,,,,,,,,,
2.1210692,41.38719681,,,,,,,,,,,,,,,,
2.1210692,41.38719681,,,,,,,,,,,,,,,,
2.18090025,41.41933762,,,,,,,,,,,,,,,,
2.18090025,41.41933762,,,,,,,,,,,,,,,,
2.15507763,41.38647851,,,,,,,,,,,,,,,,
2.15507763,41.38647851,,,,,,,,,,,,,,,,
2.15507763,41.38647851,,,,,,,,,,,,,,,,
2.13397102,41.40686646,,,,,,,,,,,,,,,,
2.13397102,41.40686646,,,,,,,,,,,,,,,,
2.17142281,41.38862695,,,,,,,,,,,,,,,,
2.17142281,41.38862695,,,,,,,,,,,,,,,,
2.15450214,41.40080558,,,,,,,,,,,,,,,,
2.15450214,41.40080558,,,,,,,,,,,,,,,,
2.15450214,41.40080558,,,,,,,,,,,,,,,,
2.18652821,41.44172339,,,,,,,,,,,,,,,,
2.18652821,41.44172339,,,,,,,,,,,,,,,,
2.18397231,41.42315078,,,,,,,,,,,,,,,,
2.18397231,41.42315078,,,,,,,,,,,,,,,,
2.20461063,41.39382397,,,,,,,,,,,,,,,,
2.20461063,41.39382397,,,,,,,,,,,,,,,,
2.20461063,41.39382397,,,,,,,,,,,,,,,,
2.17731855,41.39446662,,,,,,,,,,,,,,,,
2.17731855,41.39446662,,,,,,,,,,,,,,,,
